customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_loyalty_flag,latitude,longitude,typical_hour_sin,typical_hour_cos,tenure,total_children,lifetime_spend_technology,log_total_spend,annual_spend_groceries,annual_spend_electronics,annual_spend_vegetables,annual_spend_nonalcohol_drinks,annual_spend_alcohol_drinks,annual_spend_meat,annual_spend_fish,annual_spend_hygiene,annual_spend_videogames,annual_spend_petfood,annual_spend_technology
2435,Bsc. Chad Sneed,male,1997-11-21 02:22:00,2.0,0.0,2.0,1.0,10374.0,922.0,233.00000000000006,215.0,946.0,401.0,401.0,340.0,112.99999999999997,269.0,28.0,0.3761888213669926,1.0,38.74842086260258,-9.157026298194165,0.9659258262890683,-0.25881904510252063,1.0,2.0,1035.0,9.632334782035558,4010.6651785714284,750.3443181818182,233.00000000000006,122.13988095238095,206.58092948717945,201.07774725274726,194.56125000000003,221.44166666666666,79.77777777777777,83.64285714285714,817.3946428571428
2437,Msc. Brandon Wright,male,1997-07-20 23:02:00,1.0,1.0,1.0,1.0,1913.0,680.9999999999998,1882.0,495.0,417.0,27.0,68.0,959.0,254.0,231.0,43.0,0.1339940250183581,1.0,38.7608890435112,-9.125974260831068,-0.707106781186547,-0.7071067811865479,1.0,2.0,934.9999999999998,8.969923491991516,1913.0,680.9999999999998,254.61525974025977,122.13988095238095,206.58092948717945,27.0,68.0,221.44166666666666,79.77777777777777,83.64285714285714,817.3946428571428
2438,Msc. Minerva Funchess,female,1984-12-07 09:43:00,1.0,1.0,2.0,4.0,3645.999999999998,4533.0,290.0,846.0,673.0,387.0,991.0,1203.0,99.0,303.0,254.0,0.5493505147914767,1.0,38.76461445203864,-9.12936054118536,0.8660254037844386,-0.4999999999999998,21.0,2.0,4632.0,9.775881427930981,173.61904761904754,215.85714285714286,13.80952380952381,40.285714285714285,32.04761904761905,18.428571428571427,47.19047619047619,57.285714285714285,4.714285714285714,14.428571428571429,220.57142857142858
2439,Phd. Mary Omohundro,female,1960-12-26 10:13:00,1.0,1.0,0.0,5.0,9816.0,82.0,663.0,207.0,204.0,797.2,525.0,19.0,71.0,442.0,95.0,0.5696806000160008,1.0,38.76342674342247,-9.181130365978328,0.8660254037844386,-0.4999999999999998,10.0,2.0,153.0,9.471180398459866,981.6,8.2,66.3,20.7,20.4,79.72,52.5,1.9,7.1,44.2,15.3
2441,Phd. Gabriel Crandle,male,1997-07-01 04:05:00,1.0,0.0,0.0,3.0,22716.0,1269.0,2341.0,352.0,1000.0,34.0,105.19999999999999,807.0,162.0,281.0,55.0,0.06471717467512089,1.0,38.76403413435009,-9.193086906443945,1.249000902703301e-16,-1.0,1.0,1.0,1431.0,10.330655442287526,4010.6651785714284,750.3443181818182,254.61525974025977,122.13988095238095,206.58092948717945,34.0,105.19999999999999,221.44166666666666,79.77777777777777,83.64285714285714,817.3946428571428
2443,Msc. Robert Wilson,male,1946-10-14 06:28:00,0.0,2.0,0.0,1.0,18605.0,831.0,883.0,329.0,271.0,920.0,858.0,1330.0,6.0,79.0,198.0,0.1896172510046155,1.0,38.74699534742844,-9.141000055909648,0.9659258262890683,-0.25881904510252063,18.0,2.0,837.0,10.124629101179664,1033.611111111111,46.166666666666664,49.05555555555556,18.27777777777778,15.055555555555555,51.111111111111114,47.666666666666664,73.88888888888889,0.3333333333333333,4.388888888888889,46.5
2445,Msc. Kenneth Henriques,male,1984-03-16 00:03:00,0.0,1.0,2.5,2.0,17032.0,903.9999999999998,882.0,376.0,96.00000000000006,719.0,1040.0,1214.0,107.99999999999997,125.0,125.0,0.1481804398782767,1.0,38.74053420465862,-9.167679115351412,0.9659258262890683,-0.25881904510252063,11.0,1.0,1011.9999999999998,10.065138605538023,1548.3636363636363,82.18181818181816,80.18181818181819,34.18181818181818,8.727272727272732,65.36363636363636,94.54545454545455,110.36363636363636,9.818181818181815,11.363636363636363,91.99999999999999
2446,Phd. Brenda Valliant,female,1991-12-29 09:24:00,2.0,0.0,2.0,1.0,8742.0,1537.0,201.0,286.0,439.0,352.0,418.0,472.0,123.99999999999997,123.0,30.0,0.06963785553878282,1.0,38.74822977227082,-9.156256806741087,0.8660254037844386,-0.4999999999999998,10.0,2.0,1661.0,9.571923252267498,874.2,153.7,20.1,28.6,43.9,35.2,41.8,47.2,12.399999999999997,12.3,166.1
2447,Phd. Ellis Cruz,male,1973-08-01 11:15:00,1.0,0.0,2.0,3.0,9920.0,4837.0,502.0,244.0,1037.0,1131.0,188.0,97.99999999999989,152.0,180.0,172.0,0.57637636637459,1.0,38.73937014606397,-9.123684328860737,0.49999999999999994,-0.8660254037844387,6.0,1.0,4989.0,10.055306945596307,1653.3333333333333,750.3443181818182,83.66666666666667,40.666666666666664,172.83333333333334,188.5,31.333333333333332,16.333333333333314,25.333333333333332,30.0,817.3946428571428
2448,Msc. Ralph Warner,male,1991-06-24 16:33:00,2.0,0.0,2.0,2.0,6794.0,1222.0,186.0,347.0,793.0,481.0,396.0,408.0,143.0,60.0,24.0,0.16467969687647,1.0,38.74773243896592,-9.156269433990827,0.2588190451025211,-0.9659258262890682,5.0,2.0,1365.0,9.408863308108145,1358.8,244.4,37.2,69.4,158.6,96.2,79.2,81.6,28.6,12.0,273.0
2451,Phd. Barry Gordon,male,1998-11-30 07:11:00,0.0,0.0,1.0,5.0,2455.0,789.0000000000002,115.0,148.0,139.0,868.0,339.0,400.0,187.0,325.0,65.0,0.6853585920004082,1.0,38.76324734858024,-9.132222460758271,-0.8660254037844384,-0.5000000000000004,0.0,0.0,976.0000000000002,8.816111895794005,2455.0,750.3443181818182,115.0,122.13988095238095,139.0,201.07774725274726,194.56125000000003,221.44166666666666,79.77777777777777,83.64285714285714,817.3946428571428
2452,Phd. Carson Gordon,male,1998-04-11 22:17:00,1.0,0.0,1.0,6.0,13298.0,210.0,751.0,242.0,180.0,848.0,164.0,219.0,17.0,72.0,61.0,0.813509255795142,1.0,38.70811940031142,-9.181482906883716,-0.49999999999999967,-0.8660254037844388,0.0,1.0,227.0,9.694555044315882,4010.6651785714284,210.0,254.61525974025977,122.13988095238095,180.0,201.07774725274726,164.0,219.0,17.0,72.0,227.0
2453,Phd. Keisha Rodriguez,female,1995-12-01 16:09:00,2.0,1.0,2.0,2.0,7756.0,163.0,145.0,223.0,846.0,592.0,267.0,311.0,57.0,38.0,83.0,0.4952906823157181,1.0,38.74787768253616,-9.156658835856552,-0.49999999999999967,-0.8660254037844388,6.0,3.0,220.0,9.270400128403846,1292.6666666666667,27.166666666666668,24.166666666666668,37.166666666666664,141.0,98.66666666666667,44.5,51.833333333333336,9.5,6.333333333333333,36.666666666666664
2456,Bsc. Gary Putnam,male,1941-04-27 14:15:00,1.0,1.0,1.0,4.0,5141.0,5035.0,198.0,455.0,1018.0,1193.0,637.0,1751.0,346.0,237.0,424.5,0.4443578364478338,1.0,38.72454207263832,-9.1269100359601,-0.707106781186547,-0.7071067811865479,16.0,2.0,5381.0,9.970819044696412,321.3125,314.6875,12.375,28.4375,63.625,74.5625,39.8125,109.4375,21.625,14.8125,336.3125
2457,Bsc. Micheal Mclaughlin,male,1949-05-30 01:34:00,2.0,1.0,0.0,3.0,12108.0,540.0,1490.0,808.0,77.0,19.0,213.0,1844.0,114.99999999999997,588.0,61.0,0.2301735916065942,1.0,38.76726737466934,-9.162270523092486,0.2588190451025211,-0.9659258262890682,9.0,3.0,655.0,9.823253159825523,1345.3333333333333,60.0,165.55555555555554,89.77777777777777,8.555555555555555,2.111111111111111,23.666666666666668,204.88888888888889,12.777777777777775,65.33333333333333,72.77777777777777
2458,Msc. Mark Mccord,male,1957-10-06 15:44:00,2.0,1.0,0.0,3.0,8944.0,85.0,2169.0,757.0,34.0,138.0,180.0,2253.0,122.99999999999997,585.0,106.0,0.1920288115814176,1.0,38.75158621301721,-9.10482701544078,0.8660254037844386,-0.4999999999999998,7.0,3.0,207.99999999999997,9.662816284353703,1277.7142857142858,12.142857142857142,254.61525974025977,108.14285714285714,4.857142857142857,19.714285714285715,25.714285714285715,221.44166666666666,17.571428571428566,83.57142857142857,29.71428571428571
2459,Msc. John Weiss,male,1941-05-01 22:10:00,1.0,1.0,1.0,4.0,4896.0,348.0,1648.0,510.0,82.0,143.79999999999995,100.00000000000006,2253.0,168.0,577.0,230.0,0.1522967252451129,1.0,38.7435615481344,-9.104876201716856,0.7071067811865476,-0.7071067811865475,13.0,2.0,516.0,9.330591470569168,376.61538461538464,26.76923076923077,126.76923076923077,39.23076923076923,6.3076923076923075,11.061538461538458,7.692307692307697,176.0,12.923076923076923,44.38461538461539,39.69230769230769
2462,Phd. Dawn Hawkins,female,2001-07-28 16:51:00,0.0,0.0,0.0,2.0,8655.0,3330.0,34.999999999999886,28.0,1925.175,354.0,259.0,214.0,343.0,133.0,29.0,0.9268072661943623,1.0,38.70858361553939,-9.154151630265854,-0.9659258262890683,0.2588190451025203,5.0,0.0,3673.0,9.85434982797458,1731.0,666.0,6.999999999999977,5.6,206.58092948717945,70.8,51.8,42.8,68.6,26.6,734.6
2463,Bsc. Amanda Jenkins,female,1997-10-22 00:48:00,2.0,0.0,2.0,2.0,13051.0,138.0,262.99999999999994,241.0,894.0,703.0,547.0,444.0,59.0,149.00000000000003,24.0,0.8323775243122675,1.0,38.74761566327963,-9.156556985804022,0.8660254037844386,-0.4999999999999998,9.0,2.0,197.0,9.722385252146903,1450.111111111111,15.333333333333334,29.222222222222214,26.77777777777778,99.33333333333333,78.11111111111111,60.77777777777778,49.333333333333336,6.555555555555555,16.555555555555557,21.88888888888889
2464,Msc. Beulah Cardozo,female,1949-08-16 17:19:00,0.0,1.0,0.0,3.0,11831.0,176.0,2012.0,739.0,182.0,167.0,222.0,1452.0,180.0,445.0,64.0,0.1132416080143486,1.0,38.757154690053525,-9.088422920127655,0.2588190451025211,-0.9659258262890682,10.0,1.0,356.0,9.784872921199886,1183.1,17.6,201.2,73.9,18.2,16.7,22.2,145.2,18.0,44.5,35.6
2465,Bsc. Forrest Shake,male,2000-12-31 19:56:00,0.0,1.0,0.0,2.0,10851.0,759.0000000000002,62.000000000000114,343.0,1286.0,147.0,286.0,241.0,284.0,196.0,51.0,0.4308037685536679,1.0,38.75786237480983,-9.159095707255227,-0.25881904510252157,0.9659258262890681,6.0,1.0,1043.0000000000002,9.648530784697051,1808.5,126.50000000000004,10.333333333333352,57.166666666666664,206.58092948717945,24.5,47.666666666666664,40.166666666666664,47.333333333333336,32.666666666666664,173.83333333333337
2466,Phd. Paul Dewoody,male,1957-08-01 13:40:00,2.5,2.5,1.0,4.0,6882.0,4494.0,1054.0,869.0,1273.0,1936.0,2041.5,205.0,396.0,717.0,357.0,0.2790167770889882,1.0,38.7708456450826,-9.194962210804364,0.8660254037844386,-0.4999999999999998,23.0,3.5,4890.0,10.11896176954543,264.6923076923077,172.84615384615384,40.53846153846154,33.42307692307692,48.96153846153846,74.46153846153847,80.46153846153847,7.884615384615385,15.23076923076923,27.576923076923077,188.07692307692307
2467,Phd. Corey Burnham,male,1966-10-04 20:27:00,0.0,1.0,1.0,2.0,12853.0,949.0000000000002,1252.0,466.0,157.0,113.0,25.0,2253.0,103.99999999999997,156.99999999999997,198.0,0.2017547745203086,1.0,38.77804075990221,-9.088422920127655,0.9659258262890683,-0.25881904510252063,15.0,1.0,1053.0000000000002,9.879707023870724,856.8666666666667,63.26666666666668,83.46666666666667,31.066666666666666,10.466666666666667,7.533333333333333,1.6666666666666667,160.0,6.933333333333332,10.466666666666665,70.20000000000002
2468,Cristina Guerrero,female,1958-04-10 09:25:00,1.0,0.0,0.0,1.0,9415.0,8489.0,284.0,577.0,1377.0,879.0,357.0,190.0,749.625,251.0,3.0,0.2610432131796152,1.0,38.77685171934377,-9.166095238964733,-0.7071067811865477,0.7071067811865474,5.0,1.0,9266.0,11.013484786070801,1883.0,750.3443181818182,56.8,115.4,206.58092948717945,175.8,71.4,38.0,79.77777777777777,50.2,817.3946428571428
2469,Bsc. Heather Padilla,female,1994-03-15 02:02:00,2.0,1.0,2.0,2.0,10221.0,1276.0,198.0,194.0,581.0,402.0,166.0,86.0,190.0,105.0,14.0,0.4264696966769309,1.0,38.74870742736026,-9.157449377584694,0.9659258262890683,-0.25881904510252063,8.0,3.0,1466.0,9.608176452919857,1277.625,159.5,24.75,24.25,72.625,50.25,20.75,10.75,23.75,13.125,183.25
2470,Phd. Wayne Boulds,male,1949-09-21 15:21:00,2.0,1.0,1.0,4.0,15314.0,445.0,1458.0,677.0,172.0,275.0,298.0,1997.0,68.0,321.0,116.0,0.1660281320627103,1.0,38.73860367977388,-9.120515505378131,0.2588190451025211,-0.9659258262890682,13.0,3.0,513.0,9.977620524377356,1178.0,34.23076923076923,112.15384615384616,52.07692307692308,13.23076923076923,21.153846153846153,22.923076923076923,153.6153846153846,5.230769230769231,24.692307692307693,39.46153846153846
2471,Phd. Kathleen Kight,female,1971-09-29 17:03:00,1.0,1.0,1.0,3.0,9834.0,4351.0,2061.0,528.0,471.0,64.0,4.0,726.0,185.0,384.0,45.0,0.06061744639782346,1.0,38.78080115923028,-9.194488098896668,0.8660254037844386,-0.4999999999999998,14.0,2.0,4536.0,10.04953405346537,702.4285714285714,310.7857142857143,147.21428571428572,37.714285714285715,33.642857142857146,4.571428571428571,0.2857142857142857,51.857142857142854,13.214285714285714,27.428571428571427,324.0
2472,Msc. Tracy Wilkins,female,1971-01-09 16:25:00,2.5,1.0,1.0,1.0,10043.0,3911.0,1197.0,487.0,1811.0,1543.0,1304.0,317.00000000000006,317.0,203.0,303.0,0.09490694968803881,1.0,38.78086590075218,-9.13599963143462,-0.2588190451025208,-0.9659258262890683,18.0,3.5,4228.0,10.141007269794844,557.9444444444445,217.27777777777777,66.5,27.055555555555557,100.61111111111111,85.72222222222223,72.44444444444444,17.611111111111114,17.61111111111111,11.277777777777779,234.88888888888889
2473,Bsc. Janice Gear,female,1994-06-03 13:14:00,2.0,0.0,2.0,2.0,5144.0,1383.0,152.0,91.0,496.0,434.0,340.0,70.0,208.0,167.0,124.0,0.8034260854515853,1.0,38.747505809437214,-9.15643345666022,0.7071067811865476,-0.7071067811865475,5.0,2.0,1591.0,9.218010878280403,1028.8,276.6,30.4,18.2,99.2,86.8,68.0,14.0,41.6,33.4,318.2
2474,Phd. Amber Westover,female,1990-07-02 03:45:00,1.0,1.0,0.0,4.0,12453.0,35.0,820.0,65.0,232.0,378.0,882.0,791.0,107.99999999999997,662.0,211.0,0.5836768248246529,1.0,38.73360297303665,-9.088422920127655,0.7071067811865476,-0.7071067811865475,12.0,2.0,142.99999999999997,9.71534911042061,1037.75,2.9166666666666665,68.33333333333333,5.416666666666667,19.333333333333332,31.5,73.5,65.91666666666667,8.999999999999998,55.166666666666664,11.916666666666664
2475,Bsc. Hector Beyah,male,1966-08-14 07:10:00,2.0,2.0,0.0,2.0,39047.0,5082.0,566.0,611.0,1883.0,1874.0,802.0,680.0,562.0,404.0,198.0,0.2942067651335998,1.0,38.71892957749149,-9.178062102477874,0.7071067811865476,-0.7071067811865475,9.0,3.5,5644.0,11.028871591701666,4010.6651785714284,564.6666666666666,62.888888888888886,67.88888888888889,206.58092948717945,201.07774725274726,89.11111111111111,75.55555555555556,62.44444444444444,44.888888888888886,627.1111111111111
2476,Msc. Leonard Roth,male,1998-03-14 14:34:00,1.0,0.0,1.0,4.0,13659.0,68.0,2341.0,596.0,163.0,879.0,100.00000000000006,1844.0,219.0,282.0,207.0,0.1716698287324779,1.0,38.75275623031905,-9.088422920127655,0.9659258262890683,-0.25881904510252063,8.0,1.0,287.0,9.942515939503606,1707.375,8.5,254.61525974025977,74.5,20.375,109.875,12.500000000000007,221.44166666666666,27.375,35.25,35.875
2478,Bsc. Sandra Davis,female,1970-07-05 16:03:00,2.0,2.0,1.0,2.0,32470.0,4951.0,1828.0,792.0,1925.175,1323.0,1292.0,88.0,131.00000000000003,361.0,244.0,0.381401546454394,1.0,38.748658133134775,-9.141236610118856,0.2588190451025211,-0.9659258262890682,10.0,3.5,5082.0,10.83506090794144,3247.0,495.1,182.8,79.2,206.58092948717945,132.3,129.2,8.8,13.100000000000003,36.1,508.2
2479,Phd. Kerri Heineman,female,1947-09-02 10:40:00,1.0,1.0,0.0,4.0,10526.0,452.0,1691.0,584.0,452.0,132.0,237.0,2253.0,68.0,155.0,109.0,0.1505515584208143,1.0,38.75473805746853,-9.176848521140586,-0.49999999999999967,-0.8660254037844388,12.0,2.0,520.0,9.747418366886238,877.1666666666666,37.666666666666664,140.91666666666666,48.666666666666664,37.666666666666664,11.0,19.75,191.0,5.666666666666667,12.916666666666666,43.333333333333336
2480,Phd. Amanda Rodriguez,female,1985-10-28 12:41:00,1.0,1.0,0.0,4.0,25287.0,8233.0,324.0,493.0,920.0,837.0,416.0,922.0,414.0,394.0,199.0,0.2758419271824665,1.0,38.71720605732864,-9.136301891878665,-0.49999999999999967,-0.8660254037844388,12.0,2.0,8647.0,10.755517058156265,2107.25,686.0833333333334,27.0,41.083333333333336,76.66666666666667,69.75,34.666666666666664,76.83333333333333,34.5,32.833333333333336,720.5833333333334
2481,Bsc. John Durso,male,1963-11-14 23:26:00,1.0,2.5,1.0,3.0,15511.0,3753.0,335.00000000000006,435.0,627.0,1404.0,830.0,1425.0,320.0,266.0,217.0,0.9335594250992354,1.0,38.73638088217651,-9.151089837170137,0.8660254037844386,-0.4999999999999998,13.0,3.5,4073.0,10.274361215874674,1193.1538461538462,288.6923076923077,25.769230769230774,33.46153846153846,48.23076923076923,108.0,63.84615384615385,109.61538461538461,24.615384615384617,20.46153846153846,313.3076923076923
2482,Phd. Timothy Nelson,male,1956-12-13 22:10:00,1.0,0.0,1.0,3.0,18774.0,314.0,315.0,124.00000000000006,356.0,583.0,805.0,492.0,192.0,16.0,335.0,0.6300994790660518,1.0,38.758484706739765,-9.152719903997337,1.249000902703301e-16,-1.0,11.0,1.0,506.0,10.020292332078212,1706.7272727272727,28.545454545454547,28.636363636363637,11.272727272727279,32.36363636363637,53.0,73.18181818181819,44.72727272727273,17.454545454545453,1.4545454545454546,46.0
2483,Bsc. Sharon Cook,female,1942-10-30 18:22:00,2.0,2.0,1.0,5.0,834.9999999999982,4076.0,523.0,523.0,573.0,967.0,1402.0,1876.0,493.0,384.0,368.0,0.8309799775289011,1.0,38.73799995200777,-9.156701254884448,-0.8660254037844384,-0.5000000000000004,10.0,3.5,4569.0,9.69412362463029,83.49999999999982,407.6,52.3,52.3,57.3,96.7,140.2,187.6,49.3,38.4,456.9
2484,Msc. Ashley Hixson,female,1979-05-20 03:16:00,2.5,2.0,1.0,5.0,38434.0,5281.4,1067.0,1047.0,1925.175,1183.0,1709.0,853.0,352.0,516.0,236.0,0.1784330998674013,1.0,38.76668195386797,-9.13248655483594,0.2588190451025211,-0.9659258262890682,14.0,3.5,5633.4,10.980736596778385,2745.285714285714,377.24285714285713,76.21428571428571,74.78571428571429,189.64285714285714,84.5,122.07142857142857,60.92857142857143,25.142857142857142,36.857142857142854,402.38571428571424
2485,Bsc. Don Green,male,1947-09-10 05:44:00,1.0,1.0,1.0,1.0,25302.0,1132.0,349.0,84.0,100.99999999999994,413.0,1142.0,858.0,79.0,397.0,139.0,0.15326296613216106,1.0,38.75382329328101,-9.141222125816816,0.9659258262890683,-0.25881904510252063,14.0,2.0,1211.0,10.3439658164813,1807.2857142857142,80.85714285714286,24.928571428571427,6.0,7.21428571428571,29.5,81.57142857142857,61.285714285714285,5.642857142857143,28.357142857142858,86.5
2487,Phd. Isidro Titus,male,1986-10-15 23:09:00,2.5,2.5,1.0,1.0,28843.0,4696.0,1086.0,1147.0,1324.0,936.0,1168.0,607.0,142.0,264.6,400.0,0.244776514670596,1.0,38.721101646256194,-9.11976794467391,0.49999999999999994,-0.8660254037844387,15.0,3.5,4838.0,10.715585975022613,1922.8666666666666,313.06666666666666,72.4,76.46666666666667,88.26666666666667,62.4,77.86666666666666,40.46666666666667,9.466666666666667,17.64,322.53333333333336
2488,Phd. Shirley Black,female,1979-05-29 08:22:00,0.0,0.0,2.0,4.0,14215.0,726.0000000000002,266.0,74.0,536.0,960.0,1216.0,999.0,20.0,228.0,424.5,0.4163501202225866,1.0,38.761426689930346,-9.11812172766398,0.7071067811865476,-0.7071067811865475,10.0,0.0,746.0000000000002,9.902837341194541,1421.5,72.60000000000002,26.6,7.4,53.6,96.0,121.6,99.9,2.0,22.8,74.60000000000002
2490,Phd. Mary Haberer,female,1955-04-08 16:06:00,2.5,1.0,1.0,5.0,301.0,146.0,554.0,345.0,540.0,548.0,873.0,756.0,333.0,441.0,3.0,0.5318016498344125,1.0,38.79472222224517,-9.09779770006761,0.2588190451025211,-0.9659258262890682,7.0,3.5,479.0,8.57866451350434,43.0,20.857142857142858,79.14285714285714,49.285714285714285,77.14285714285714,78.28571428571429,124.71428571428571,108.0,47.57142857142857,63.0,68.42857142857143
2491,Bsc. Fernando Cowell,male,1953-07-26 04:56:00,1.0,0.0,1.0,7.0,18697.0,858.0,543.0,444.0,425.0,734.0,867.0,710.0,358.0,288.0,102.0,0.2085500145945283,0.0,38.79441916589296,-9.147205132249278,1.249000902703301e-16,-1.0,9.0,1.0,1216.0,10.132255258600559,2077.4444444444443,95.33333333333333,60.333333333333336,49.333333333333336,47.22222222222222,81.55555555555556,96.33333333333333,78.88888888888889,39.77777777777778,32.0,135.11111111111111
2492,Phd. Paul Borgen,male,1992-03-15 00:03:00,2.0,0.0,2.0,2.0,10372.0,1607.0,130.0,116.0,653.0,592.0,530.0,414.0,106.99999999999997,125.99999999999997,69.0,0.6619210821692243,1.0,38.74849255848272,-9.156538482910374,0.7071067811865476,-0.7071067811865475,10.0,2.0,1714.0,9.702716852073644,1037.2,160.7,13.0,11.6,65.3,59.2,53.0,41.4,10.699999999999998,12.599999999999998,171.4
2494,Msc. Randy Smith,male,1943-03-18 16:33:00,2.0,2.0,0.0,5.0,35704.0,4220.0,648.0,985.0,1616.0,1659.0,1486.0,286.0,462.0,86.0,273.0,0.2551215113816287,1.0,38.73957035142322,-9.13473403984822,0.7071067811865476,-0.7071067811865475,23.0,3.5,4682.0,10.855820875757212,1081.939393939394,127.87878787878788,19.636363636363637,29.848484848484848,48.96969696969697,50.27272727272727,45.03030303030303,8.666666666666666,14.0,2.606060606060606,141.87878787878788
2495,Msc. Fidel Johnson,male,1971-09-14 22:27:00,1.0,1.0,1.0,2.0,6419.0,3210.0,2117.0,302.0,401.0,75.0,51.0,377.99999999999994,233.0,390.0,119.0,0.1495156079344891,1.0,38.74918280897134,-9.191831397307771,-0.9659258262890683,-0.25881904510252063,15.0,2.0,3443.0,9.742144402127366,427.93333333333334,214.0,141.13333333333333,20.133333333333333,26.733333333333334,5.0,3.4,25.199999999999996,15.533333333333333,26.0,229.53333333333333
2496,Msc. James Skees,male,1985-08-04 20:24:00,1.0,1.0,0.0,3.0,9358.0,449.0,1697.0,542.0,18.0,352.0,65.0,2253.0,10.0,439.0,42.0,0.10368492068597501,1.0,38.73565041394691,-9.090395552105525,-0.49999999999999967,-0.8660254037844388,12.0,2.0,459.0,9.693692018741418,779.8333333333334,37.416666666666664,141.41666666666666,45.166666666666664,1.5,29.333333333333332,5.416666666666667,221.44166666666666,0.8333333333333334,36.583333333333336,38.25
2498,Caroline Sao,female,2000-04-30 08:23:00,0.0,0.0,1.0,2.0,11393.0,8489.0,130.0,625.0,642.0,896.0,1387.0,203.0000000000001,749.625,343.0,43.0,0.2208456661968632,1.0,38.73768148223545,-9.189423723064872,-0.5000000000000004,0.8660254037844385,9.0,0.0,9266.0,10.830480807543418,1265.888888888889,750.3443181818182,14.444444444444445,69.44444444444444,71.33333333333333,99.55555555555556,154.11111111111111,22.555555555555568,79.77777777777777,38.111111111111114,817.3946428571428
2499,Phd. Micheal Ellington,male,1960-07-27 05:43:00,2.5,2.0,1.0,2.0,27311.0,4484.0,608.0,805.0,1786.0,1478.0,675.0,772.0,392.0,109.0,389.0,0.1841524780022003,1.0,38.75077881742816,-9.129027531780547,0.2588190451025211,-0.9659258262890682,8.0,3.5,4876.0,10.675838627525664,3413.875,560.5,76.0,100.625,206.58092948717945,184.75,84.375,96.5,49.0,13.625,609.5
2500,Bsc. Miriam Taylor,female,1962-11-04 03:28:00,1.0,1.0,1.0,4.0,12313.0,2664.0,2154.0,473.0,417.0,41.0,130.0,1027.0,256.0,364.0,95.0,0.15105149406946292,1.0,38.748218407095344,-9.16239545122559,-1.0,-1.6653345369377348e-16,14.0,2.0,2920.0,10.032759888240268,879.5,190.28571428571428,153.85714285714286,33.785714285714285,29.785714285714285,2.9285714285714284,9.285714285714286,73.35714285714286,18.285714285714285,26.0,208.57142857142858
2501,Phd. Wilford Stanislawski,male,1947-10-08 04:18:00,1.0,1.0,0.0,4.0,9013.0,63.0,604.0,114.0,111.0,389.0,124.0,78.0,243.0,262.0,51.0,0.5373672469685258,1.0,38.712535539256784,-9.1478076241288,-0.4414213562373092,-0.7645642165489811,8.0,2.0,306.0,9.33326571881348,1126.625,7.875,75.5,14.25,13.875,48.625,15.5,9.75,30.375,32.75,38.25
2502,Phd. Eva Dukes,female,1952-04-16 09:28:00,1.0,1.0,0.0,3.0,22029.0,7567.0,401.0,665.0,984.0,987.0,884.0,1173.0,403.0,163.00000000000003,386.0,0.3405077966982916,1.0,38.72155338937953,-9.175962123226718,-1.0,-1.6653345369377348e-16,12.0,2.0,7970.0,10.674220579001044,1835.75,630.5833333333334,33.416666666666664,55.416666666666664,82.0,82.25,73.66666666666667,97.75,33.583333333333336,13.583333333333336,664.1666666666666
2503,Bsc. Rosella Fico,female,1952-09-05 10:45:00,1.0,0.0,0.0,1.0,16667.0,2150.0,2149.0,523.0,448.0,53.0,70.0,226.0,163.0,210.0,97.0,0.1720566406011872,1.0,38.77540414239338,-9.118418103995264,-0.2588190451025208,-0.9659258262890683,13.0,1.0,2313.0,10.125550520230094,1282.076923076923,165.3846153846154,165.30769230769232,40.23076923076923,34.46153846153846,4.076923076923077,5.384615384615385,17.384615384615383,12.538461538461538,16.153846153846153,177.92307692307693
2504,Bsc. Isabelle Derentis,female,1952-01-05 22:01:00,2.0,1.0,2.5,2.0,13835.0,2577.0,51.0,533.0,417.0,1364.0,1198.0,520.0,50.0,559.0,27.0,0.2816771837677816,1.0,38.7461139459919,-9.138485234942497,-0.7071067811865477,0.7071067811865474,13.0,3.0,2627.0,10.074579627378533,1064.2307692307693,198.23076923076923,3.923076923076923,41.0,32.07692307692308,104.92307692307692,92.15384615384616,40.0,3.8461538461538463,43.0,202.07692307692307
2505,Geraldine Curry,female,1941-01-19 00:05:00,0.0,0.0,2.0,1.0,7407.0,8055.0,164.0,539.0,746.0,591.0,1274.0,6.0,749.625,245.0,136.0,0.2754103979229854,1.0,38.72563587290101,-9.190710181780094,0.8660254037844386,-0.4999999999999998,7.0,0.0,9266.0,10.334457951052654,1058.142857142857,750.3443181818182,23.428571428571427,77.0,106.57142857142857,84.42857142857143,182.0,0.8571428571428571,79.77777777777777,35.0,817.3946428571428
